All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value (CADmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Industry Classifications [Target/Issuer],Geographic Locations [Target/Issuer],Business Description [Target/Issuer],Exchange Country [Primary Listing] [Target/Issuer],Exchange Country [Secondary Listings] [Target/Issuer]
10/18/2017,Aurora Spine Corporation (TSXV:ASG),TSXV:ASG,Private Placement,Closed, 0.156 ,-,-,IQTR541308810,Health Care (Primary),Canada (Primary),"Aurora Spine Corporation, through its subsidiary, Aurora Spine, Inc., develops and distributes spinal implant products in Canada. The company offers interspinous process lumbar fusion devices for patients suffering from degenerative disc diseases; Ti-Coated polyether ether ketone interbody cages, which provide spacing and stability between the vertebrae and bone grows to complete the fusion process; sterile-packed titanium plasma spray coated spinal infusion implants for bone growth; and 3D Printed Stand Alone ALIF Cage, an integrated plate and spacer system that helps to preserve the natural anatomic profile, and provide spinal column support and stability. The company was incorporated in 2013 and is headquartered in Toronto, Canada.","TSXV:ASG
Company: Aurora Spine Corporation
(IQT245521185) - Canada",-
10/17/2017,Apteryx Imaging Inc. (TSXV:XRAY),TSXV:XRAY,Private Placement,Closed, 2.5 ,-,-,IQTR540858254,Health Care (Primary),Canada (Primary),"Apteryx Imaging Inc. provides diagnostic imaging software and device technologies for dentists and oral health specialists. Its imaging software products include XrayVision 4 that provides image enhancement and analysis tools with open-architecture technology allowing integration with the imaging systems from various manufacturers; XVWeb, a DICOM server that accepts images from various DICOM-compliant imaging software; XVWeb 3D, a cloud solution for 3D dental imaging; XVlite, a dental imaging software package; and XrayVision DCV, a DICOM-based dental imaging suite. The company’s imaging hardware products comprise TUXEDO intraoral sensors; LED IC100 intraoral cameras; and RAYSCAN panoramic + cephalometric imaging solutions. It also offers VELscope Vx system, a device for the enhanced visualization of mucosal abnormalities, such as oral cancer and premalignant dysplasia; VELscope Vx imaging adapter for fluorescence and white-light clinical imaging; Vx VELcaps to prevent patient cross contamination; Vx VELsheaths, a single use plastic sheath to prevent patient cross contamination; and VELscope Vx Value Bundle, a portable handheld device used to conduct oral tissue examinations. Apteryx Imaging Inc. has a partnership agreement with 4th-IR AG to develop a suite of cloud-based AI solutions. The company was formerly known as LED Medical Diagnostics Inc. and changed its name to Apteryx Imaging Inc. in September 2019. Apteryx Imaging Inc. was founded in 2002 and is headquartered in Vancouver, Canada.","TSXV:XRAY
Company: Apteryx Imaging Inc.
(IQT143328534) - Canada",-
10/16/2017,Sienna Senior Living Inc. (TSX:SIA),TSX:SIA,Public Offering,Closed, 100.01 ,-,-,IQTR540781219,Health Care (Primary),Canada (Primary),"Sienna Senior Living Inc., through its subsidiaries, provides senior housing and long-term care (LTC) services in Canada. It operates through LTC and Retirement segments. The company offers a range of seniors’ living options, including independent and assisted living, memory care, long-term care, and specialized programs and services, as well as provides management services. As of December 31, 2018, it owned and operated a total of 70 seniors’ living residences comprising 27 retirement residences, 35 LTC residences, and 8 seniors’ living residences. The company was formerly known as Leisureworld Senior Care Corporation and changed its name to Sienna Senior Living Inc. in May 2015. Sienna Senior Living Inc. was founded in 1972 and is headquartered in Markham, Canada.","TSX:SIA
Company: Sienna Senior Living Inc.
(IQT99930472) - Canada",-
10/13/2017,Resverlogix Corp. (TSX:RVX),TSX:RVX,Private Placement,Closed, 87.0 ,"Shenzhen Hepalink Pharmaceutical Group Co., Ltd. (SZSE:002399)",-,IQTR540568470,Health Care (Primary),Canada (Primary),"Resverlogix Corp. operates as a late-stage clinical biotechnology company. It is developing apabetalone (RVX-208), a small molecule selective bromodomain and extra-terminal inhibitor that is in Phase III clinical trials for patients with cardiovascular, chronic kidney, end-stage renal, neurodegenerative, fabry, peripheral artery, and other orphan diseases, as well as diabetes mellitus. The company is headquartered in Calgary, Canada.","TSX:RVX
Company: Resverlogix Corp.
(IQT2590484) - Canada",-
10/13/2017,DIAGNOS Inc. (TSXV:ADK),TSXV:ADK,Private Placement,Closed, 1.0 ,-,-,IQTR540729908,Health Care (Primary),Canada (Primary),"DIAGNOS Inc. provides software-based interpretation services in Canada, the United States, Kenya, the United Arab Emirates, Saudi Arabia, Mexico, and internationally. It offers image analysis services through Computer Assisted Retinal Analysis, a software tool that assists health specialists in the detection of diabetic retinopathy. The company was founded in 1998 and is headquartered in Brossard, Canada.","TSXV:ADK
Company: DIAGNOS Inc.
(IQT2605851) - Canada",-
10/11/2017,Intellipharmaceutics International Inc. (TSX:IPCI),TSX:IPCI,Public Offering,Closed, 4.99 ,-,-,IQTR540317726,Health Care (Primary),Canada (Primary),"Intellipharmaceutics International Inc., a pharmaceutical company, researches, develops, and manufactures novel and generic controlled-release and targeted-release oral solid dosage drugs in the United States. It develops various drug delivery systems, product candidates, and a pipeline of products based on its patented Hypermatrix technology in therapeutic areas, including neurology, cardiovascular, gastrointestinal tract, diabetes, and pain. The company offers Oxycodone ER, an abuse deterrent oxycodone hydrochloride extended release tablet; Regabatin and Lyrica, a pregabalin extended-release capsule for the management of neuropathic pain; Effexor XR, a venlafaxine hydrochloride extended-release capsule to treat depression; Protonix, a pantoprazole sodium delayed-release capsule to treat gastroesophageal reflux disease; and Glucophage XR, a metformin hydrochloride extended-release tablet that treats type 2 diabetes. It also provides Seroquel XR, a quetiapine fumarate extended-release tablet for the treatment of schizophrenia, bipolar disorder, and major depressive disorders; Lamictal XR, a lamotrigine extended release tablet to treat epilepsy; Keppra XR, a levetiracetam extended-release tablet for the treatment of partial onset seizures in patients with epilepsy. In addition, the company offers Pristiq, a desvenlafaxine extended-release tablet to treat depression; Oleptro, a trazodone hydrochloride extended-release tablet to treat depression; Coreg CR, a carvedilol phosphate extended-release capsule for heart failure and hypertension; OxyContin, an oxycodone hydrochloride controlled-release capsule for pain; Ranexa, a ranolazine extended release tablet for chronic angina; and Focalin XR, a dexmethylphenidate hydrochloride extended-release capsule for hyperactivity disorder. It has a license and commercialization agreement with Par Pharmaceutical Inc. The company was founded in 1998 and is headquartered in Toronto, Canada.","TSX:IPCI
Company: Intellipharmaceutics International Inc.
(IQT79343703) - Canada",-
10/11/2017,Reliq Health Technologies Inc. (TSXV:RHT),TSXV:RHT,Private Placement,Closed, 5.0 ,-,-,IQTR540360822,Health Care (Primary),Canada (Primary),"Reliq Health Technologies Inc., a healthcare technology company, engages in the development of mobile software solutions for community care market. It offers iUGO Health technology platform, a hardware and software solution that allows complex patients to receive care in the home. The company was formerly known as Moseda Technologies Inc. and changed its name to Reliq Health Technologies Inc. in May 2016. Reliq Health Technologies Inc. was incorporated in 2005 is headquartered in Hamilton, Canada.","TSXV:RHT
Company: Reliq Health Technologies Inc.
(IQT26049870) - Canada",-
10/10/2017,RepliCel Life Sciences Inc. (OTCPK:REPC.F),OTCPK:REPC.F,Private Placement,Closed, 1.15 ,-,-,IQTR540197817,Health Care (Primary),Canada (Primary),"RepliCel Life Sciences Inc., a regenerative medicine company, focuses on developing autologous cell therapies that treat functional cellular deficits. Its treatments use autologous cell therapy, which isolates an individual’s own cells from harvested tissues and growing more in controlled conditions in a laboratory. The company’s product candidates include RCT-01 for the treatment of chronic tendinosis; RCS-01 to treat aging and sun damaged skin; and RCH-01 for the treatment of hair loss. It is also developing RCI-02, a dermal injection device. The company has collaboration agreement with YOFOTO (China) Health Industry Co. Ltd. to develop and commercialize RCS-01; and collaboration and technology transfer agreement with Shiseido Company, Limited for establishing a clinical research program for RCH-01. RepliCel Life Sciences Inc. is headquartered in Vancouver, Canada.",-,"TSXV:RP
Company: RepliCel Life Sciences Inc.
(IQT254079093) - Canada"
10/06/2017,HealthSpace Data Systems Ltd. (CNSX:HS),CNSX:HS,Private Placement,Closed, 0.85 ,-,-,IQTR539881593,Health Care (Primary),Canada (Primary),"HealthSpace Data Systems Ltd. develops and sells information and communication management systems for health inspection departments of federal, provincial, state, and municipal governments in Canada and the United States. Its products include HSCloud product, an enterprise software system for license, invoice, and inspection data for use by government agencies; HealthSpace Touch, an application designed for data collection, electronically capture signatures, and insert photos and email inspection reports for health inspectors; and HealthSpace EnviroIntel EHS Manager, an internet-based client/server application used to fill out forms, request information, and view data, including reports. The company also offers HealthSpace Cloud, a customizable cloud-based portal for managing applications, licenses, permits, and other data; and HealthSpace Data that provides environmental health reporting, analytics, and monitoring platform. HealthSpace Data Systems Ltd. was founded in 1998 and is headquartered in Chilliwack, Canada.","CNSX:HS
Company: HealthSpace Data Systems Ltd.
(IQT317841012) - Canada",-
10/03/2017,Telo Genomics Corp. (TSXV:TELO),TSXV:TELO,Private Placement,Closed, 0.5 ,ScreenCell SA,-,IQTR539456716,Health Care (Primary),Canada (Primary),"Telo Genomics Corp., a personalized medicine company, focuses on the development and commercialization of predictive technological products. Its proprietary software platform predicts the course of certain diseases and personalizes the treatment for individual patients. The company’s TeloView software platform measures the stage of the disease, rate of progression of the disease, how different diseases will respond to various therapies, and drug efficacy and toxicity. It is developing five diagnostic and prognostic products for cancers and neurological disorders, including Hodgkin’s lymphoma, prostate cancer, multiple myeloma, lung cancer, and Alzheimer’s diseases. The company was formerly known as 3D Signatures Inc. and changed its name to Telo Genomics Corp. in April 2019. Telo Genomics Corp. is headquartered in Toronto, Canada.","TSXV:TELO
Company: Telo Genomics Corp.
(IQT401930792) - Canada",-
