Deal ID,Company Name,Deal Date,Deal Type,Deal Type 2,Deal Size,Post Valuation,Deal Synopsis,Deal Status,Financing Status,Business Status,Investors,Primary Industry Code,Verticals,Description,HQ Location,Company Website,PitchBook Link
93489-67T,MIMOSA Diagnostics,11-May-2017,Accelerator/Incubator,,,,"The company joined JLABS on May 11, 2017 and received an undisclosed amount in funding.",Completed,Accelerator/Incubator Backed,Startup,JLABS(Melinda Richter),Monitoring Equipment,"HealthTech, Mobile, TMT","Developer of a mobile health device, which uses multi-spectral mobile tissue analysis to go beyond anatomy and assess the physiology of tissue health. Through real-time insights into tissue conditions and viability, MIMOSA improves remote monitoring and assessment, enabling better treatment decisions and outcomes for each patient. The device has application for diabetic foot ulcers and burns, among others.","Toronto, Canada",www.mimosadiagnostics.com,View company online
107813-62T,Tracery,11-May-2017,Accelerator/Incubator,,,,"The company joined JLABS on May 11, 2017.",Completed,Accelerator/Incubator Backed,Startup,JLABS,Diagnostic Equipment,Life Sciences,"Developer of an ophthalmic imaging platform designed to capture snapshots of ocular physiology. The company's platform provides a complete picture of the damage wrought by age-related macular degeneration and includes imaging and algorithms for analysis and offers cognitive computing capabilities that can describe, interpret, and integrate novel, complex, patient phenotypes in conjunction with complex genotypes and epigenetic data, enabling companies to used it in diagnostics and clinical trial design.","Toronto, Canada",,View company online
90719-56T,Canuevo Biotech,10-May-2017,Accelerator/Incubator,,0.10,,"The company joined RebelBio as a part of its fourth cohort 2017 accelerator program and received funding of $100,000.",Completed,Accelerator/Incubator Backed,Startup,SOSV(Bill Liao),Biotechnology,"Cannabis, Life Sciences","Developer of a drug development technology created to increase delivery efficacy. The company's drug delivery mechanisms for cannabinoid formulations improve delivery mechanisms for cannabinoids, it is making functionalized micro-encapsulations as a delivery vehicle for cannabinoids in medicine and health, enabling patients to get the medicine for their needs.","Fredericton, Canada",www.canuevo.net,View company online
107399-26T,P&P Optica,10-May-2017,Accelerator/Incubator,,,,"The company joined Communitech Hyperdrive as a part of its Communitech Demo Day Pitch Competition on May 10, 2017 and received an undisclosed amount in funding.",Completed,Accelerator/Incubator Backed,Generating Revenue,Communitech Hyperdrive,Other Business Products and Services,"Artificial Intelligence & Machine Learning, Big Data, TMT","Developer of Smart Imaging Systems designed to detect food contaminants and assess food quality. The company's hyper-spectral imaging system combines in-line smart imaging technology with data analytics in a novel way, enabling food processors to make sure the food is safer, higher quality and produced with less waste.","Waterloo, Canada",www.ppo.ca,View company online
88828-30T,PreciThera,10-May-2017,Seed Round,Seed Round,,,"The company raised an undisclosed amount of seed funding from Emerillon Capital and Sanderling Ventures on May 10, 2017. The funding will be used to launch the company and secure a Series A round with several top tier Canadian and foreign investors.",Completed,Venture Capital-Backed,Startup,"Emerillon Capital(Nicola Urbani), Sanderling Ventures(Pierre Beauparlant)",Medical Supplies,Life Sciences,"Developer of precision medicines intended to treat orphan diseases. The company's precision medicines are made through the development of innovative biological agents, enabling patients who, up until now, had very limited options to have required treatments.","Outremont, Canada",,View company online
94308-76T,Chronophotonix,09-May-2017,Later Stage VC,,,,"The company raised an undisclosed amount of venture funding from Fonds Innovexport on May 9, 2017.",Completed,Venture Capital-Backed,Startup,Fonds Innovexport(Richard Bordeleau),Electronics (B2C),,"Developer of a biological stimulator designed to simulate alertness and improve sleep pattern. The company's biological stimulator acts as a trigger to the biological clock to improve the level of alertness of users when exposed to conditions conducive to decreased attention and the filtering lenses block the stimulating light wavelenghts, from natural or artificial sources, enabling night workers to give less stress to their eyes and increase safety when driving night.","Quebec City, Canada",www.chronophotonix.com,View company online
88114-15T,MedStack,08-May-2017,Early Stage VC,,0.34,2.22,"The company raised an CAD 460,000 of venture funding from Highline BETA, FundersClub and other undisclosed investors on May 8, 2017.",Completed,Venture Capital-Backed,Generating Revenue,"FundersClub, Highline BETA",Enterprise Systems (Healthcare),"Digital Health, HealthTech, SaaS, TMT","Developer of cloud-based developer tools designed to offer patient-centric healthcare services. The company's cloud-based developer tools provide healthcare workflow building blocks for patient data acquisition, storage and messaging as well as offers secure structured database for alignment with Institutions, EMRs and Payers, enabling hospitals and other healthcare enterprises to onboard more digital innovations faster, by helping application developers meet privacy, security and interoperability expectations up front, before IT diligence even starts.","Toronto, Canada",www.medstack.co,View company online
104517-55T,Ibionics,08-May-2017,Accelerator/Incubator,,,,"The company joined Ontario Bioscience Innovation Organization as part of the 2017 Capital Access Advisory Program on May 8, 2017.",Completed,Accelerator/Incubator Backed,Generating Revenue,Ontario Bioscience Innovation Organization(Gail Garland),Therapeutic Devices,TMT,"Owner and operator of a retinal implantation technology firm to create diamond eye implants that can help restore sight to the blind. The company's implantable bionic devices use diamond electrodes to stimulate the retina that sends messages to the brain which are perceived as light, are made up of superior diamond-based biomaterials consisting of a highly flexible stimulator chip and a wireless technology, enabling ophthalmologists to address degenerative vision disorders by implanting a diamond-based artificial retinal surface.","Ottawa, Canada",www.ibionics.ca,View company online
93935-62T,Marion Surgical,07-May-2017,Accelerator/Incubator,,,,"The company joined Biomedical Zone on May 7, 2016.",Completed,Accelerator/Incubator Backed,Product Development,Biomedical Zone,Other Software,"HealthTech, TMT, Virtual Reality","Developer of a virtual reality surgical simulator designed to help surgeons practice medical procedures. The company's virtual reality surgical simulator uses a virtual reality in the Unreal Engine 4 to place the user in front of a simulated operating table, enabling surgeons to go through a procedure in a virtual training environment before doing it for real.","Toronto, Canada",www.marionsurgical.com,View company online
97426-27T,Easy Markit,03-May-2017,Accelerator/Incubator,,,,"The company joined BC Tech Association as a part of its third cohort on May 3, 2017.",Completed,Accelerator/Incubator Backed,Generating Revenue,BC Tech Association,Practice Management (Healthcare),"HealthTech, TMT","Provider of an all-in-one system intended to provide two-way automated email, SMS and phone appointment confirmations, survey follow-ups and social media.The company's patient communication software collaborates with dental offices and their patients, to deliver real communication systems that work for everyone and helps faculty and students to stay organized and manage their time better, enabling patients to receive personalized, automated notifications via text, email, or voice messaging.","Vancouver, Canada",www.easymarkit.com,View company online
